,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,21.13260219341975,16.660042283298104,13.91831275720163,21.585200845665966,0.4150760751535494,0.5962041082469884,0.705828974053847,0.41999959832247624,0.2549797526865665,0.2810903457389157,0.2723810290124243,0.2291372314806465,1514.318245264207,1051.7995771670196,766.2154320987642,1509.7154334038055,0.003837898070494398,0.004210071112819539,0.0038846551169367805,0.0032024234676774174,0.061950771347049405,0.06488506078304573,0.06232700150766745,0.05658995907117638,neontetra0
1,17.442073778664,22.42093023255815,18.07345679012344,12.472938689217756,0.5518107701143136,0.3735242539906667,0.5681347722374641,0.7603171282990828,0.3104461969651594,0.2738570082350258,0.3041374096718365,0.3255833164291968,1137.8652043868394,1668.1663847780126,1231.8458847736617,638.5093023255811,0.009924622940748995,0.008727768863222926,0.009883465427018259,0.009642938555126965,0.09962240180174836,0.0934225286706741,0.09941561963302477,0.09819846513630937,neontetra0
2,23.24646061814558,37.17315010570823,38.37674897119339,33.53382663847779,0.7421372947099574,0.5080720548257682,0.47548227234542967,0.5692632068116369,0.1431912212811896,0.10005814088760669,0.09865557150483487,0.10749468927273016,1358.3814556331001,2740.5291754756877,2903.1191358024694,2400.1985200845647,0.0011270078100692955,0.0006798403425572889,0.0006863791088756807,0.0008077853116940571,0.03357093698527486,0.026073748149379846,0.026198837929871637,0.028421564202099382,neontetra0
3,19.475174476570306,17.144186046511628,12.375925925925914,19.244186046511633,0.5287462202731118,0.6147564062621056,0.783587775985761,0.5045072827470736,0.27878199998564684,0.2683973571317839,0.28739077266106017,0.24972356480627012,1483.143768693919,1154.9682875264273,643.2878600823034,1486.78245243129,0.009799474954995408,0.00929110665135054,0.010026291723822538,0.00904364208484375,0.09899229745285948,0.0963903867164695,0.10013137232567293,0.09509806562093548,neontetra0
4,12.138783649052835,11.607399577167001,16.396090534979407,18.480549682875242,0.7162266723529437,0.7135727660482784,0.47795684927645826,0.41452080623683774,0.23177452511002025,0.21287371739148603,0.2240842548327527,0.2079191921645297,547.3814556331008,528.6708245243121,926.8730452674889,1077.908033826638,0.003483070230982021,0.0032148268664321565,0.003525356060221171,0.003344671455198029,0.05901754172262702,0.05669944326386421,0.05937470892746482,0.05783313457870003,neontetra0
5,21.22971086739782,17.110570824524316,19.75925925925925,24.171670190274856,0.41549485400531194,0.5895857597944205,0.4357477635759655,0.2701302438761378,0.32687848521437374,0.30534813597288535,0.3334480313653159,0.3034463231821961,1418.2837487537386,1014.0116279069775,1345.5358024691354,1758.0731501057091,0.009910646922641828,0.00770029812853946,0.009303269318701405,0.009058682602613003,0.09955223213289507,0.08775134260248933,0.09645345674832709,0.09517711175809551,neontetra0
6,31.746959122632138,36.59365750528542,27.437242798353893,21.996617336152223,0.566263807206856,0.4565668426920291,0.6536898849776122,0.7817871991118951,0.12309441442564208,0.10704345679723981,0.13885068873699388,0.14835393904496408,2336.390229312065,2966.045243128965,1852.2907407407413,1191.8959830866806,0.001116908496842477,0.0009788628206446178,0.0014907957797761198,0.0013286386655283822,0.033420180981593696,0.03128678348192121,0.038610824645118884,0.03645049609440703,neontetra0
7,11.69172482552343,16.18964059196615,16.49094650205757,15.893234672304416,0.7979272685716351,0.6309204563170344,0.6176510477050381,0.606793343277732,0.18847007151752465,0.14869658431830887,0.21115503979263525,0.16312848023766233,501.5904287138579,897.7718816067637,1002.4493827160476,957.2868921775877,0.0019883122317991163,0.0018621189027796942,0.002349997459736828,0.001984186225299364,0.04459049485932082,0.04315227575435268,0.04847677237334214,0.04454420529428451,neontetra0
8,5.887936191425723,6.43488372093022,7.573868312757186,7.3150105708245095,0.5568662425333337,0.5766815648460114,0.4335344620441276,0.39196722688375685,0.4724209646107575,0.4733953739619078,0.5207788951774112,0.5100745524322092,333.91066799601185,328.29069767441814,497.08209876543117,472.86257928118323,0.02722108847932765,0.02768883336536604,0.029270055377736956,0.02983169370086122,0.16498814648127802,0.1663996194868427,0.17108493615083986,0.17271853896111217,neontetra0
9,26.39481555334002,22.707188160676544,13.597325102880642,24.518393234672313,0.48345121905896754,0.5934146346432186,0.808070645029386,0.537338274492283,0.2226173182391871,0.21430958533785086,0.2840648898769155,0.22182503168984588,1930.0957128614177,1516.3016913319248,684.4475308641971,1725.643974630023,0.003230885608379256,0.0034798126304591732,0.004615806364206,0.0034424012979989193,0.05684087972911095,0.05898993668804174,0.06793972596504934,0.058671980518804026,neontetra0
